wikipedia_title,wikidata_id,party_raw,party_group
Ion Farris,Q6063055,Democratic Party,Democrat
Ion Sancho,Q6063305,,Other
Iowa Democratic Party,Q6064351,Iowa Democratic Party,Democrat
Iowa Green Party,Q17183867,Iowa Green Party,Other
Ira A. Rice,Q129308790,Republican Party,Republican
Ira Allen,Q528162,,Other
Ira Allen Eastman,Q1672315,Democratic Party,Democrat
Ira Anders,Q17385564,Democratic Party,Democrat
Ira B. Bradford,Q6065948,Republican Party,Republican
Ira B. Brunson,Q16063045,Democratic Party,Democrat
Ira B. Hyde,Q1672317,Republican Party,Republican
Ira B. Jones,Q18153731,,Other
Ira B. Thompson,Q6065956,Democratic Party,Democrat
Ira Branham,Q124457756,Democratic Party,Democrat
Ira C. Copley,Q13218812,Republican Party,Republican
Ira Coleman Batman,Q6066000,Republican Party,Republican
Ira Colitz,Q37345666,Democratic Party,Democrat
Ira Cook,Q6066006,,Other
Ira Davenport (politician),Q6066014,Republican Party,Republican
Ira E. Inman,Q19518172,Republican Party,Republican
Ira E. Rider,Q2815158,Democratic Party,Democrat
Ira E. Robinson,Q15436646,,Other
Ira E. Smith,Q22019414,Republican Party,Republican
Ira F. M. Butler,Q107199403,Democratic Party,Democrat
Ira F. Thompson,Q26222258,California Republican Party,Republican
Ira Ford,Q16030785,Republican Party,Republican
Ira G. Grover,Q111457395,,Other
Ira G. Hersey,Q180635,Republican Party,Republican
Ira Hansen,Q6066080,Republican Party,Republican
Ira Harris,Q943095,Republican Party,Republican
Ira Harvey Smith,Q20987299,Republican Party,Republican
Ira Hobart Evans,Q6066097,Republican Party,Republican
Ira Ingram,Q10303525,,Other
Ira J. McDonald,Q6066120,,Other
Ira Joy Chase,Q1672326,Republican Party,Republican
Ira L. Hanna,Q94715599,,Other
Ira M. Hedges,Q98270944,,Other
Ira M. Lechner,Q110770717,Democratic Party,Democrat
Ira M. Lish,Q64031756,Republican Party,Republican
Ira Nelson Morris,Q43215717,,Other
Ira P. Smith,Q26997905,Democratic Party,Democrat
Ira Perley,Q15052255,,Other
Ira Reiner,Q6066194,Democratic Party,Democrat
Ira Roe Foster,Q6066210,Democratic Party,Democrat
Ira Ruskin,Q6066221,Democratic Party,Democrat
Ira S. Haseltine,Q1672332,Greenback Party,Other
Ira Shafer,Q6066231,Democratic Party,Democrat
Ira Silverstein,Q6066243,Democratic Party,Democrat
Ira T. Fiss,Q15461032,Republican Party,Republican
Ira Terry Sayre,Q84084337,,Other
Ira Trombley,Q6066282,,Other
Ira W. Bird,Q95395465,Democratic Party,Democrat
Ira W. Drew,Q6066301,Democratic Party,Democrat
Ira W. Parker,Q19975040,Republican Party,Republican
Ira W. Wood,Q1612382,Republican Party,Republican
Irakli Tsereteli,Q132387,Mensheviks,Other
Iredell Meares,Q123375305,,Other
Irene Aguilar,Q6068917,Democratic Party,Democrat
Irene Baker,Q515131,Republican Party,Republican
Irene Bustamante Adams,Q16197860,Democratic Party,Democrat
Irene E. Ryan,Q6069000,Democratic Party,Democrat
Irene Gifford,Q125116206,Republican Party,Republican
Irene Griffin,Q18715752,Republican Party,Republican
Irene Haines,Q100256370,Republican Party,Republican
Irene Harand,Q79033,,Other
Irene Krugman Rudnick,Q19519877,Democratic Party,Democrat
Irene Shepard,Q16725816,Republican Party,Republican
Irene Shin,Q109928027,Democratic Party,Democrat
Irene Smart,Q6069246,Democratic Party,Democrat
Irene Thresher,Q102820622,,Other
Irene Treppler,Q63253407,Republican Party,Republican
Irene Wrenner,Q115211634,,Other
Iris Estabrook,Q13562409,Democratic Party,Democrat
Iris Faircloth Blitch,Q1249830,Republican Party,Republican
Iris Holland,Q17309149,Republican Party,Republican
Iris Martinez,Q6070228,Democratic Party,Democrat
Iris Miriam Ruíz,Q17010700,New Progressive Party,Other
Iris Rudder,Q74520797,Republican Party,Republican
Iris Weinshall,Q6070286,,Other
Irlo Bronson Jr.,Q16104400,Democratic Party,Democrat
Irlo Bronson Sr.,Q16007355,Democratic Party,Democrat
Irma Anderson,Q13562239,,Other
Irma Clark-Coleman,Q6072017,Democratic Party,Democrat
Irma Cornier,Q22096052,Democratic Party,Democrat
Irma George Dixon,Q105428181,Democratic Party,Democrat
Irma Hunter Brown,Q106690815,,Other
Irma Karmol,Q6072048,Republican Party,Republican
Irma Lerma Rangel,Q6072077,Democratic Party,Democrat
Irma Lindheim,Q17008221,Workers of Zion,Other
Irma Muse Dixon,Q6072064,Democratic Party,Democrat
Irma S. Raker,Q6072081,,Other
Irma S. Rochlin,Q19519614,Democratic Party,Democrat
Irv Anderson,Q16018038,Democratic Party,Democrat
Irv Greengo,Q19282199,Republican Party,Republican
Irv Halter,Q16729590,Republican Party,Republican
Irv J. Wilhite,Q28403664,Republican Party,Republican
Irv Maze,Q6074166,Democratic Party,Democrat
Irv Newhouse,Q19360599,Republican Party,Republican
Irvin Abernathy,Q105885736,Democratic Party,Democrat
Irvin E. Rockwell,Q6074240,Republican Party,Republican
Irvin Flores,Q28445535,Nationalist Party of Puerto Rico,Other
Irvin S. Pepper,Q1673260,Democratic Party,Democrat
Irvin Talton,Q19666060,Democratic Party,Democrat
Irvine B. Hill,Q20011729,,Other
Irvine Lenroot,Q1673264,Republican Party,Republican
Irvine U. Masters,Q6074385,,Other
Irving Brown,Q3154605,,Other
Irving E. Carlyle,Q98593676,,Other
Irving E. Kane,Q16197676,,Other
Irving F. Rice,Q101478907,Republican Party,Republican
Irving Fishman,Q16019687,Democratic Party,Democrat
Irving Freese,Q6074563,Socialist Party of America,Other
Irving G. Vann,Q16037916,Republican Party,Republican
Irving Howbert,Q16027042,Republican Party,Republican
Irving Ives,Q382801,Republican Party,Republican
Irving J. Joseph,Q15996110,Democratic Party,Democrat
Irving J. Stolberg,Q63970158,Democratic Party,Democrat
Irving Kristol,Q553196,Republican Party,Republican
Irving L'Hommedieu,Q6074667,Republican Party,Republican
Irving Lehman,Q6074676,,Other
Irving Mosberg,Q18154677,Democratic Party,Democrat
Irving Neale,Q19974995,Democratic Party,Democrat
Irving P. Mehigan,Q16073050,Republican Party,Republican
Irving P. Wanger,Q6074742,Republican Party,Republican
Irving R. Boudreaux,Q116198616,Democratic Party,Democrat
Irving Slosberg,Q6074795,Democratic Party,Democrat
Irving Stern,Q66860278,Minnesota Democratic–Farmer–Labor Party,Democrat
Irving W. Drew,Q1673294,Republican Party,Republican
Irving W. Twiford,Q116191658,Democratic Party,Democrat
Irwin Belk,Q50280982,Democratic Party,Democrat
Irwin Brownstein,Q18352216,Democratic Party,Democrat
Irwin D. Davidson,Q6075024,Democratic Party,Democrat
Irwin I. Kimmelman,Q16091501,Republican Party,Republican
Irwin J. Landes,Q64373684,Democratic Party,Democrat
Irwin Lee Potter,Q124660726,,Other
Irwin Pakula,Q17479417,Republican Party,Republican
Irwin Schiff,Q6320743,,Other
Irwin Shepard,Q106271736,,Other
Irwin Steingut,Q6075122,Democratic Party,Democrat
Isaac A. Barber,Q423019,Republican Party,Republican
Isaac Acker,Q123604449,Republican Party,Republican
Isaac Adams (Maine politician),Q90540856,,Other
Isaac Adams (Wisconsin politician),Q16008596,Republican Party,Republican
Isaac Adams (inventor),Q462338,,Other
Isaac Adler (politician),Q47088703,,Other
Isaac Alston,Q115647811,,Other
Isaac Anderson (congressman),Q6075856,Democratic-Republican Party,Democrat
Isaac B. Cameron,Q6075990,Republican Party,Republican
Isaac B. Mitchell,Q16008253,Republican Party,Republican
Isaac B. Van Houten,Q194767,Democratic Party,Democrat
Isaac Bacharach,Q1673360,Republican Party,Republican
Isaac Baldwin,Q26763829,Whig Party,Other
Isaac Barber (New Jersey politician),Q137655102,,Other
Isaac Blackford,Q6076058,Democratic-Republican Party,Democrat
Isaac Bloom,Q1670880,Democratic-Republican Party,Democrat
Isaac Bradford,Q16059671,Democratic Party,Democrat
Isaac Brayton,Q16198502,,Other
Isaac Brockenton,Q107583898,,Other
Isaac Brown (Wisconsin pioneer),Q131360102,Democratic Party,Democrat
Isaac Bryan,Q105904515,Democratic Party,Democrat
Isaac C. Bates,Q1378587,Federalist Party,Other
Isaac C. Boyd,Q104642114,Democratic Party,Democrat
Isaac C. Delaplaine,Q1383630,Democratic Party,Democrat
Isaac C. Evans,Q16066936,Democratic Party,Democrat
Isaac C. Fowler,Q6076103,Readjuster Party,Other
Isaac C. Haight,Q6076101,,Other
Isaac C. Parker,Q327898,Republican Party,Republican
Isaac Carothers,Q6076121,,Other
Isaac Choy,Q16204115,Democratic Party,Democrat
Isaac Clark,Q110272929,Republican Party,Republican
Isaac Clements,Q6076143,Republican Party,Republican
Isaac Clinton Collins,Q20807195,Democratic Party,Democrat
Isaac Coles,Q1673374,Democratic-Republican Party,Democrat
Isaac Colton Ash,Q6076164,Republican Party,Republican
Isaac Craig,Q6076183,,Other
Isaac Craite,Q6076187,,Other
Isaac D. Barnard,Q1673379,,Other
Isaac D. Jones,Q287495,Whig Party,Other
Isaac D. Wilcox,Q134958503,,Other
Isaac D. Young,Q1673375,Republican Party,Republican
Isaac Dabbs,Q20684210,Republican Party,Republican
Isaac Darlington,Q13219595,Federalist Party,Other
Isaac Davis (lawyer),Q6076225,,Other
Isaac De Groff Nelson,Q24062032,Democratic Party,Democrat
Isaac De Riemer,Q3154739,,Other
Isaac Donnom Witherspoon,Q17322480,Democratic Party,Democrat
Isaac E. Crary,Q1673382,Democratic Party,Democrat
Isaac E. Holmes,Q127181,Democratic Party,Democrat
Isaac E. Messmore,Q16030641,Republican Party,Republican
Isaac E. Morse,Q1518537,Democratic Party,Democrat
Isaac Ellmaker Hiester,Q13219651,Democratic Party,Democrat
Isaac F. Hughes,Q16029924,Republican Party,Republican
Isaac Finch,Q4260285,,Other
Isaac Fletcher (American politician),Q1673387,Democratic Party,Democrat
Isaac Freeman Rasin,Q113501753,,Other
Isaac Funk,Q16065880,Republican Party,Republican
Isaac G. Burnet,Q6076337,,Other
Isaac G. Farlee,Q1673388,Democratic Party,Democrat
Isaac George Bailey,Q88097406,,Other
Isaac Gere,Q6076362,Democratic Party,Democrat
Isaac Goodnight,Q1364165,Democratic Party,Democrat
Isaac Goodnow,Q6076387,Republican Party,Republican
Isaac Gregory,Q62709453,,Other
Isaac Griffin,Q6076398,Democratic-Republican Party,Democrat
Isaac H. Bronson,Q3952749,Democratic Party,Democrat
Isaac H. Doutrich,Q6076507,Democratic Party,Democrat
Isaac H. Duval,Q1673392,Republican Party,Republican
Isaac H. Edgett,Q6076414,Republican Party,Republican
Isaac H. Maynard,Q16059893,Democratic Party,Democrat
Isaac H. Taylor,Q531196,Republican Party,Republican
Isaac Halstead Williamson,Q435008,Democratic Party,Democrat
Isaac Herbert Kempner,Q6076492,,Other
Isaac Hill,Q883848,Democratic Party,Democrat
Isaac Holloway,Q122327740,,Other
Isaac Holmes (lieutenant governor),Q1673396,,Other
Isaac Huger,Q6076526,,Other
Isaac I. Moody Jr.,Q46324502,,Other
Isaac I. Voorheis,Q59656461,Democratic Party,Democrat
Isaac Israel Hayes,Q1673413,Republican Party,Republican
Isaac J. Kvam,Q19864843,Republican Party,Republican
Isaac J. MacCollum,Q1673404,Democratic Party,Democrat
Isaac J. Ullman,Q59919211,Democratic Party,Democrat
Isaac Jenkins,Q97453129,,Other
Isaac Johnson (politician),Q735170,Democratic Party,Democrat
Isaac L. Varian,Q6076643,Democratic Party,Democrat
Isaac Lacey,Q16237844,Whig Party,Other
Isaac Latterell,Q16731271,Republican Party,Republican
Isaac Lawrence Milliken,Q432617,Democratic Party,Democrat
Isaac Ledyard,Q6076665,,Other
Isaac Leet,Q6076677,Democratic Party,Democrat
Isaac Leffler,Q168061,National Republican Party,Republican
Isaac Lester,Q6076682,,Other
Isaac Low,Q6076712,,Other
Isaac M. Cravath,Q76800242,,Other
Isaac M. Jordan,Q1557233,Democratic Party,Democrat
Isaac Marston,Q21008763,,Other
Isaac McKim,Q1673420,Democratic Party,Democrat
Isaac Miller Hamilton,Q18739681,Republican Party,Republican
Isaac Milo Kittleson,Q6076797,,Other
"Isaac Mitchell (New York politician, born 1835)",Q106594405,Republican Party,Republican
Isaac Monfore,Q59656483,Democratic Party,Democrat
Isaac Mosher Preston,Q116935171,Democratic Party,Democrat
Isaac Motte,Q1673422,,Other
Isaac Murphy,Q879985,Republican Party,Republican
Isaac N. Arnold,Q4120845,Republican Party,Republican
Isaac N. Coggs,Q6076826,Democratic Party,Democrat
Isaac N. Comstock,Q16063052,Whig Party,Other
Isaac N. Coston,Q120143106,,Other
Isaac N. Cox,Q3736952,Democratic Party,Democrat
Isaac N. McComb,Q26251046,Democratic Party,Democrat
Isaac N. Mills,Q107598648,,Other
Isaac N. Morris,Q6076832,Democratic Party,Democrat
Isaac N. Pearson,Q18158265,Republican Party,Republican
Isaac N. Power,Q19604942,Republican Party,Republican
Isaac N. Quinn,Q15727796,Democratic Party,Democrat
Isaac Naylor,Q6076845,,Other
Isaac Newton Evans,Q13219615,Republican Party,Republican
Isaac Newton Ragsdale,Q6076870,,Other
Isaac Newton Walker,Q19893645,,Other
Isaac Norris (mayor),Q6076904,,Other
Isaac Norris (statesman),Q15457735,,Other
Isaac P. Christiancy,Q1673429,Republican Party,Republican
Isaac P. Garrett,Q123684259,Republican Party,Republican
Isaac P. Gray,Q889403,Republican Party,Republican
Isaac P. Rodman,Q14623655,,Other
Isaac P. Walker,Q576915,Democratic Party,Democrat
Isaac P. Witter,Q6076922,Republican Party,Republican
Isaac Parker (Massachusetts judge),Q927036,Federalist Party,Other
Isaac Parrish,Q6076934,Democratic Party,Democrat
Isaac Parsons (Confederate military officer),Q16066038,,Other
Isaac Parsons (Virginia politician),Q16230447,Federalist Party,Other
Isaac Pierson,Q1673435,National Republican Party,Republican
Isaac R. Harrington,Q6076970,Whig Party,Other
Isaac R. Moores,Q6076978,,Other
Isaac R. Moores Jr.,Q6076974,Republican Party,Republican
Isaac R. Nicholson,Q131315538,Democratic Party,Democrat
Isaac R. Sherwood,Q6076980,Republican Party,Republican
Isaac Reed (politician),Q1673437,Democratic Party,Democrat
Isaac Roach,Q6077006,,Other
Isaac Roberts Hawkins,Q1673441,Republican Party,Republican
Isaac Robinson (politician),Q85770058,Democratic Party,Democrat
Isaac Roop,Q6077018,Whig Party,Other
Isaac Roosevelt (politician),Q1673442,Federalist Party,Other
Isaac Rosnosky,Q106646784,Democratic Party,Democrat
Isaac S. Belcher,Q26243058,California Republican Party,Republican
Isaac S. Catlin,Q14623611,,Other
Isaac S. Morse,Q122643399,Republican Party,Republican
Isaac S. Pennybacker,Q431685,Democratic Party,Democrat
Isaac S. Struble,Q1673445,Republican Party,Republican
Isaac S. Tallmadge,Q6077056,Democratic Party,Democrat
Isaac Schultz,Q116907849,,Other
Isaac Sears,Q6077090,,Other
Isaac Shadd,Q96628588,,Other
Isaac Shelby,Q878398,Democratic-Republican Party,Democrat
Isaac Shriver,Q124794582,Democratic Party,Democrat
Isaac Siegel,Q6077120,Republican Party,Republican
Isaac Smith (New Jersey politician),Q1673446,,Other
Isaac Smith (Pennsylvania politician),Q6077133,,Other
Isaac Smith Kalloch,Q6077137,,Other
Isaac Snook,Q112337588,,Other
Isaac Southard,Q1673447,,Other
Isaac Sponaugle,Q16218838,Democratic Party,Democrat
Isaac Stephenson,Q666270,Republican Party,Republican
Isaac Stevens,Q888719,Democratic Party,Democrat
Isaac Stockton Keith Ogier,Q6077167,,Other
Isaac Stoutenburgh,Q18162594,,Other
Isaac Sutton,Q115475139,,Other
Isaac T. Bishop,Q16198278,Republican Party,Republican
Isaac T. Parker,Q15820427,Republican Party,Republican
Isaac T. Stoddard,Q16058878,Republican Party,Republican
Isaac Teller,Q2377091,Whig Party,Other
Isaac Thomas,Q1593249,Democratic-Republican Party,Democrat
Isaac Tichenor,Q709124,Federalist Party,Other
Isaac Toucey,Q881600,Democratic Party,Democrat
Isaac Trimble Preston,Q27468359,,Other
Isaac Trumbo,Q6077234,Republican Party,Republican
Isaac V. Baker Jr.,Q6077240,Republican Party,Republican
Isaac V. D. Heard,Q111229014,,Other
Isaac V. McPherson,Q1673453,Republican Party,Republican
Isaac V. Vanderpoel,Q16065604,Democratic Party,Democrat
Isaac Van Horne,Q13219845,,Other
Isaac Van Zandt,Q6077260,,Other
Isaac Vincent,Q130282777,,Other
Isaac W. Bishop,Q6077262,Democratic Party,Democrat
Isaac W. Dyer,Q16023418,Republican Party,Republican
Isaac W. Patton,Q6077270,,Other
Isaac W. Scudder,Q1493815,Republican Party,Republican
Isaac W. Taussig,Q6077277,Democratic Party,Democrat
Isaac W. Van Schaick,Q1673458,Republican Party,Republican
Isaac Wayne,Q6077295,,Other
Isaac Weaver Jr.,Q6077302,Democratic Party,Democrat
Isaac Welsh,Q6077306,Republican Party,Republican
Isaac Whorton,Q61979011,Republican Party,Republican
Isaac Wilbour,Q883292,Democratic-Republican Party,Democrat
Isaac Wildrick,Q968043,Democratic Party,Democrat
Isaac Williams Jr.,Q2507394,,Other
Isaac Wilson (American politician),Q6077328,,Other
Isabel Burgess,Q24203355,Republican Party,Republican
Isabel González,Q6077633,Nationalist Party of Puerto Rico,Other
Isabel Rosado,Q6077759,Nationalist Party of Puerto Rico,Other
Isabel Wood Holt,Q6077809,,Other
Isabell Masters,Q6077879,Republican Party,Republican
Isabella Cannon,Q13562439,Democratic Party,Democrat
Isabella Fitzgerald,Q46040733,Democratic Party,Democrat
Isabella Greenway,Q1673594,Democratic Party,Democrat
Isabella W. Blaney,Q65550018,,Other
Isabelle Ahearn O'Neill,Q25983085,Democratic Party,Democrat
Isadore H. Y. Muchnick,Q60379263,,Other
Isadore Hall III,Q6078402,California Democratic Party,Democrat
Isadore Lourie,Q123241868,,Other
Isaiah Blood,Q16065622,,Other
Isaiah D. Clawson,Q1673684,Republican Party,Republican
Isaiah Dixon,Q15992911,Democratic Party,Democrat
Isaiah L. Green,Q1486057,Democratic-Republican Party,Democrat
Isaiah L. Lyons,Q105477190,,Other
Isaiah Montgomery,Q6078542,,Other
Isaiah Pillars,Q6078558,Republican Party,Republican
Isaiah Rose,Q16059228,Republican Party,Republican
Isaiah Rynders,Q16062965,Democratic Party,Democrat
Isauro Gabaldón,Q2793422,Nacionalista Party,Other
Isela Blanc,Q28033837,Democratic Party,Democrat
Isham F. Norris,Q93137840,Republican Party,Republican
Isham G. Harris,Q130715,Democratic Party,Democrat
Isham Randolph of Dungeness,Q16738492,,Other
Isham Reavis,Q16058865,Republican Party,Republican
Isham Stewart,Q104872733,,Other
Isham Sweat,Q116188639,,Other
Isham Talbot,Q1673872,Democratic-Republican Party,Democrat
Isham Warren Garrott,Q1303403,,Other
